testFlag,electionDate,statePostal,countyNumber,FIPSCode,boroughName,assemblyDistrict,electionDistrict,raceNumber,officeID,raceTypeID,searNumber,officeName,seatName,raceTypeParty,raceType,officeDescription,numberOfWinners,numberInRunoff,precinctsReporting,totalPrecincts,candidateNumber,order,party,firstName,middleName,lastName,junior,useJunior,incumbent,voteCount,winner,politicianID,candidateNumber,order,party,firstName,middleName,lastName,junior,useJunior,incumbent,voteCount,winner,politicianID
l,9/13/18,NY,27137,0,Queens,AD27,ED37,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,40,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,220,X,1506
l,9/13/18,NY,27138,0,Queens,AD27,ED38,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,32,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,158,X,1506
l,9/13/18,NY,27139,0,Queens,AD27,ED39,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,38,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,135,X,1506
l,9/13/18,NY,27140,0,Queens,AD27,ED40,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,28,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,142,X,1506
l,9/13/18,NY,27141,0,Queens,AD27,ED41,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,13,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,95,X,1506
l,9/13/18,NY,27142,0,Queens,AD27,ED42,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,26,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,120,X,1506
l,9/13/18,NY,27143,0,Queens,AD27,ED43,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,21,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,56,X,1506
l,9/13/18,NY,27144,0,Queens,AD27,ED44,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,15,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,99,X,1506
l,9/13/18,NY,27145,0,Queens,AD27,ED45,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,37,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,113,X,1506
l,9/13/18,NY,27146,0,Queens,AD27,ED46,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,6,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,15,X,1506
l,9/13/18,NY,27147,0,Queens,AD27,ED47,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,23,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,49,X,1506
l,9/13/18,NY,27148,0,Queens,AD27,ED48,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,20,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,46,X,1506
l,9/13/18,NY,27149,0,Queens,AD27,ED49,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,30,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,52,X,1506
l,9/13/18,NY,27150,0,Queens,AD27,ED50,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,20,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,70,X,1506
l,9/13/18,NY,27151,0,Queens,AD27,ED51,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,18,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,73,X,1506
l,9/13/18,NY,27152,0,Queens,AD27,ED52,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,27,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,78,X,1506
l,9/13/18,NY,27153,0,Queens,AD27,ED53,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,21,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,45,X,1506
l,9/13/18,NY,27154,0,Queens,AD27,ED54,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,31,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,64,X,1506
l,9/13/18,NY,27155,0,Queens,AD27,ED55,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,38,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,95,X,1506
l,9/13/18,NY,27156,0,Queens,AD27,ED56,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,28,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,109,X,1506
l,9/13/18,NY,27157,0,Queens,AD27,ED57,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,13,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,26,X,1506
l,9/13/18,NY,27158,0,Queens,AD27,ED58,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27159,0,Queens,AD27,ED59,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,27,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,60,X,1506
l,9/13/18,NY,27160,0,Queens,AD27,ED60,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,12,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,51,X,1506
l,9/13/18,NY,27161,0,Queens,AD27,ED61,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,24,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,70,X,1506
l,9/13/18,NY,27162,0,Queens,AD27,ED62,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,16,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,61,X,1506
l,9/13/18,NY,27163,0,Queens,AD27,ED63,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,28,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,64,X,1506
l,9/13/18,NY,27164,0,Queens,AD27,ED64,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,31,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,89,X,1506
l,9/13/18,NY,27165,0,Queens,AD27,ED65,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,26,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,53,X,1506
l,9/13/18,NY,27166,0,Queens,AD27,ED66,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,29,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,71,X,1506
l,9/13/18,NY,27167,0,Queens,AD27,ED67,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,20,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,66,X,1506
l,9/13/18,NY,27168,0,Queens,AD27,ED68,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,20,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,70,X,1506
l,9/13/18,NY,27169,0,Queens,AD27,ED69,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27170,0,Queens,AD27,ED70,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27171,0,Queens,AD27,ED71,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27172,0,Queens,AD27,ED72,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27173,0,Queens,AD27,ED73,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27174,0,Queens,AD27,ED74,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27175,0,Queens,AD27,ED75,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27176,0,Queens,AD27,ED76,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27177,0,Queens,AD27,ED77,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27178,0,Queens,AD27,ED78,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,0,X,1506
l,9/13/18,NY,27179,0,Queens,AD27,ED79,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,21,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,46,X,1506
l,9/13/18,NY,27180,0,Queens,AD27,ED80,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,25,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,72,X,1506
l,9/13/18,NY,27181,0,Queens,AD27,ED81,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,23,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,85,X,1506
l,9/13/18,NY,27182,0,Queens,AD27,ED82,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,6,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,39,X,1506
l,9/13/18,NY,27183,0,Queens,AD27,ED83,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,24,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,66,X,1506
l,9/13/18,NY,27184,0,Queens,AD27,ED84,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,27,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,159,X,1506
l,9/13/18,NY,27185,0,Queens,AD27,ED85,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,16,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,111,X,1506
l,9/13/18,NY,27186,0,Queens,AD27,ED86,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,20,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,69,X,1506
l,9/13/18,NY,27187,0,Queens,AD27,ED87,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,30,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,42,X,1506
l,9/13/18,NY,27188,0,Queens,AD27,ED88,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,24,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,48,X,1506
l,9/13/18,NY,27189,0,Queens,AD27,ED89,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,10,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,39,X,1506
l,9/13/18,NY,28101,0,Queens,AD28,ED1,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,36,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,89,X,1506
l,9/13/18,NY,28102,0,Queens,AD28,ED2,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,17,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,49,X,1506
l,9/13/18,NY,28103,0,Queens,AD28,ED3,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,33,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,123,X,1506
l,9/13/18,NY,28104,0,Queens,AD28,ED4,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,17,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,42,X,1506
l,9/13/18,NY,28105,0,Queens,AD28,ED5,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,10,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,41,X,1506
l,9/13/18,NY,28106,0,Queens,AD28,ED6,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,66,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,70,X,1506
l,9/13/18,NY,28107,0,Queens,AD28,ED7,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,14,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,35,X,1506
l,9/13/18,NY,28108,0,Queens,AD28,ED8,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,8,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,15,X,1506
l,9/13/18,NY,28109,0,Queens,AD28,ED9,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,39,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,67,X,1506
l,9/13/18,NY,28110,0,Queens,AD28,ED10,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,35,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,62,X,1506
l,9/13/18,NY,28111,0,Queens,AD28,ED11,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,32,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,67,X,1506
l,9/13/18,NY,28112,0,Queens,AD28,ED12,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,81,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,79,X,1506
l,9/13/18,NY,28113,0,Queens,AD28,ED13,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,3,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,1,X,1506
l,9/13/18,NY,28114,0,Queens,AD28,ED14,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,67,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,39,X,1506
l,9/13/18,NY,28115,0,Queens,AD28,ED15,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,47,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,78,X,1506
l,9/13/18,NY,28116,0,Queens,AD28,ED16,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,26,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,58,X,1506
l,9/13/18,NY,28117,0,Queens,AD28,ED17,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,33,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,50,X,1506
l,9/13/18,NY,28118,0,Queens,AD28,ED18,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,43,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,68,X,1506
l,9/13/18,NY,28119,0,Queens,AD28,ED19,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,49,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,100,X,1506
l,9/13/18,NY,28120,0,Queens,AD28,ED20,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,60,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,81,X,1506
l,9/13/18,NY,28121,0,Queens,AD28,ED21,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,38,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,89,X,1506
l,9/13/18,NY,28122,0,Queens,AD28,ED22,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,97,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,125,X,1506
l,9/13/18,NY,28123,0,Queens,AD28,ED23,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,99,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,127,X,1506
l,9/13/18,NY,28124,0,Queens,AD28,ED24,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,52,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,78,X,1506
l,9/13/18,NY,28125,0,Queens,AD28,ED25,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,74,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,112,X,1506
l,9/13/18,NY,28126,0,Queens,AD28,ED26,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,39,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,46,X,1506
l,9/13/18,NY,28127,0,Queens,AD28,ED27,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,39,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,45,X,1506
l,9/13/18,NY,28128,0,Queens,AD28,ED28,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,66,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,151,X,1506
l,9/13/18,NY,28129,0,Queens,AD28,ED29,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,78,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,129,X,1506
l,9/13/18,NY,28130,0,Queens,AD28,ED30,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,70,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,88,X,1506
l,9/13/18,NY,28131,0,Queens,AD28,ED31,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,81,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,169,X,1506
l,9/13/18,NY,28132,0,Queens,AD28,ED32,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,37,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,93,X,1506
l,9/13/18,NY,28133,0,Queens,AD28,ED33,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,0,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,5,X,1506
l,9/13/18,NY,28134,0,Queens,AD28,ED34,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,6,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,16,X,1506
l,9/13/18,NY,28135,0,Queens,AD28,ED35,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,63,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,122,X,1506
l,9/13/18,NY,28136,0,Queens,AD28,ED36,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,125,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,133,X,1506
l,9/13/18,NY,28137,0,Queens,AD28,ED37,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,69,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,100,X,1506
l,9/13/18,NY,28138,0,Queens,AD28,ED38,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,54,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,85,X,1506
l,9/13/18,NY,28139,0,Queens,AD28,ED39,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,56,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,71,X,1506
l,9/13/18,NY,28140,0,Queens,AD28,ED40,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,68,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,103,X,1506
l,9/13/18,NY,28141,0,Queens,AD28,ED41,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,36,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,73,X,1506
l,9/13/18,NY,28142,0,Queens,AD28,ED42,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,84,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,114,X,1506
l,9/13/18,NY,28143,0,Queens,AD28,ED43,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,50,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,87,X,1506
l,9/13/18,NY,28144,0,Queens,AD28,ED44,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,23,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,35,X,1506
l,9/13/18,NY,28145,0,Queens,AD28,ED45,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,41,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,73,X,1506
l,9/13/18,NY,28146,0,Queens,AD28,ED46,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,32,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,86,X,1506
l,9/13/18,NY,28147,0,Queens,AD28,ED47,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,81,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,154,X,1506
l,9/13/18,NY,28148,0,Queens,AD28,ED48,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,74,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,133,X,1506
l,9/13/18,NY,28149,0,Queens,AD28,ED49,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,45,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,66,X,1506
l,9/13/18,NY,28150,0,Queens,AD28,ED50,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,70,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,74,X,1506
l,9/13/18,NY,28151,0,Queens,AD28,ED51,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,50,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,78,X,1506
l,9/13/18,NY,28152,0,Queens,AD28,ED52,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,14,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,21,X,1506
l,9/13/18,NY,28153,0,Queens,AD28,ED53,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,25,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,68,X,1506
l,9/13/18,NY,28154,0,Queens,AD28,ED54,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,18,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,55,X,1506
l,9/13/18,NY,28155,0,Queens,AD28,ED55,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,13,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,34,X,1506
l,9/13/18,NY,28156,0,Queens,AD28,ED56,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,56,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,90,X,1506
l,9/13/18,NY,28157,0,Queens,AD28,ED57,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,25,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,62,X,1506
l,9/13/18,NY,28158,0,Queens,AD28,ED58,36376,G,D,0,Governor,,Dem,Primary,,1,0,1,1,81252,1,Dem,Cynthia,,Nixon,,0,0,22,,67748,80742,2,Dem,Andrew,,Cuomo,,0,1,65,X,1506
